First Name,Last Name Initial,Coolness,Length of First Name,Distance,is_Cool
Patricia,T,84,8,4,1
Howard,A,74,6,7,0
Luther,K,77,6,1,1
William,U,17,7,2,0
Nancy,D,5,5,10,0
Audra,V,26,5,21,0
Kenya,T,93,5,9,1
Kathryn,R,19,7,7,0
Fred,C,41,4,3,0
Marion,W,41,6,10,0
Wendy,U,92,5,2,1
Glenn,Y,19,5,18,0
Andrew,Q,38,6,16,0
Sadie,X,16,5,5,0
Rose,H,25,4,10,0
Ann,W,8,3,22,0
John,V,49,4,12,0
Brandi,Y,5,6,23,0
Jonathan,K,60,8,1,0
Zoe,F,88,3,20,1
Sally,W,82,5,4,1
Eva,M,76,3,8,1
Phil,N,60,4,2,0
Charles,F,84,7,3,1
Gary,X,68,4,17,0
Evangelina,Z,77,10,21,1
Kelvin,J,31,6,1,0
Robert,Q,36,6,1,0
Thelma,U,7,6,1,0
Allyson,Y,4,7,24,0
Stephen,K,78,7,8,1
Ollie,J,43,5,5,0
Linda,X,16,5,12,0
Robert,R,21,6,0,0
Donna,Q,37,5,13,0
Ray,X,91,3,6,1
Timothy,I,83,7,11,1
Blake,E,96,5,3,1
George,F,85,6,1,1
Leopoldo,O,87,8,3,1
Sylvia,I,77,6,10,1
Ruth,U,59,4,3,0
Robert,U,26,6,3,0
Barry,M,61,5,11,0
Ebony,R,57,5,13,0
Kyle,C,53,4,8,0
Ida,I,43,3,0,0
Tamara,H,31,6,12,0
Linda,Z,79,5,14,1
John,I,75,4,1,0
Phyllis,F,53,7,10,0
Steve,B,74,5,17,0
Harold,D,68,6,4,0
Scott,L,20,5,7,0
Larry,L,10,5,0,0
Timothy,N,28,7,6,0
James,Z,12,5,16,0
Micheal,C,27,7,10,0
Criselda,H,22,8,5,0
Austin,P,56,6,15,0
Quinton,J,64,7,7,0
Sarah,R,76,5,1,1
Clifford,A,0,8,2,0
Sheree,X,59,6,5,0
Edgar,O,1,5,10,0
Ryan,B,52,4,16,0
Laurie,P,0,6,4,0
Yolanda,J,69,7,15,0
Suzette,W,39,7,4,0
Jamie,M,86,5,3,1
Ramona,S,43,6,1,0
John,G,34,4,3,0
Kurt,S,80,4,8,1
James,V,72,5,12,0
Ruby,T,63,4,2,0
Laurie,A,66,6,11,0
Peter,J,70,5,6,0
Allen,N,18,5,13,0
Patrick,G,70,7,9,0
Tracy,V,33,5,2,0
Sharon,Y,80,6,6,1
Patrick,S,90,7,3,1
Kathy,P,31,5,5,0
Margaret,I,33,8,4,0
Terrance,A,29,8,19,0
Maureen,X,46,7,11,0
Michael,M,47,7,0,0
Raymond,W,59,7,5,0
Annette,J,45,7,9,0
Danielle,S,74,8,15,0
Earl,D,14,4,1,0
Irene,B,1,5,7,0
Carol,G,50,5,4,0
Mary,X,66,4,11,0
Guadalupe,E,80,9,2,1
James,G,47,5,3,0
Terry,L,5,5,8,0
Sylvester,M,56,9,6,0
Mercedes,G,52,8,6,0
Nancy,I,84,5,5,1
Alfred,S,30,6,18,0
Rose,S,42,4,1,0
Iris,Z,8,4,17,0
Amanda,Z,0,6,25,0
Gloria,C,74,6,4,0
Lester,O,89,6,3,1
Lisa,I,74,4,3,0
Kyle,I,93,4,2,1
Rafael,D,27,6,14,0
Russell,F,40,7,12,0
Nancy,G,7,5,7,0
Christy,J,11,7,7,0
William,T,78,7,3,1
Donald,B,86,6,2,1
Roland,Y,18,6,7,0
Ann,Y,9,3,24,0
David,X,69,5,20,0
Doris,O,29,5,11,0
Carlos,A,63,6,2,0
Dustin,C,31,6,1,0
Joyce,Y,66,5,15,0
Renee,J,47,5,8,0
Oleta,R,54,5,3,0
Christina,W,7,9,20,0
Ned,V,74,3,8,0
Valerie,Y,23,7,3,0
Benjamin,B,70,8,0,0
Earl,F,97,4,1,1
Ronald,S,24,6,1,0
Lucille,X,76,7,12,1
Ray,V,13,3,4,0
Thomas,L,98,6,8,1
Diane,Z,22,5,22,0
Freddie,M,57,7,7,0
Benjamin,B,20,8,0,0
Joseph,S,60,6,9,0
Christian,S,100,9,16,1
Charles,Y,83,7,22,1
Richard,V,12,7,4,0
Earl,L,30,4,7,0
Patricia,A,100,8,15,1
Leona,V,12,5,10,0
Katherine,F,53,9,5,0
Marie,B,88,5,11,1
Jeffery,H,18,7,2,0
Kenneth,Y,62,7,14,0
Mary,D,45,4,9,0
Joseph,E,78,6,5,1
Stephanie,J,67,9,9,0
Lauren,X,93,6,12,1
Mary,D,75,4,9,0
Stephan,T,94,7,1,1
Tara,Y,73,4,5,0
Jack,X,81,4,14,1
Anthony,M,37,7,12,0
Dorian,H,39,6,4,0
Leila,U,76,5,9,1
Angel,D,89,5,3,1
Charles,S,11,7,16,0
Donna,Z,50,5,22,0
Irene,V,31,5,13,0
Chris,L,78,5,9,1
John,R,95,4,8,1
Ronald,P,13,6,2,0
John,W,10,4,13,0
Glen,L,92,4,5,1
James,Z,86,5,16,1
Miguel,P,54,6,3,0
James,F,20,5,4,0
Brianne,O,73,7,13,0
Lisa,Q,27,4,5,0
Patricia,W,80,8,7,1
Yvonne,X,96,6,1,1
Lewis,Y,15,5,13,0
Karen,O,1,5,4,0
Sterling,F,11,8,13,0
Anna,I,8,4,8,0
Jennie,J,65,6,0,0
Cameron,X,72,7,21,0
Carlos,D,23,6,1,0
Ira,F,68,3,3,0
Michael,E,63,7,8,0
Andrew,U,4,6,20,0
Nicole,P,54,6,2,0
Joe,W,97,3,13,1
Miss,R,71,4,5,0
Charlotte,D,22,9,1,0
Kelley,K,24,6,0,0
Gloria,G,63,6,0,0
George,A,2,6,6,0
Frank,B,43,5,4,0
Amber,U,63,5,20,0
Linda,B,48,5,10,0
John,S,73,4,9,0
Antonio,S,66,7,18,0
Cynthia,Z,59,7,23,0
Leroy,Z,90,5,14,1
Pamela,F,37,6,10,0
James,X,20,5,14,0
Ivan,T,42,4,11,0
Jerold,W,67,6,13,0
Patrick,I,61,7,7,0
Larry,E,14,5,7,0
William,Y,67,7,2,0
Elizabeth,T,76,9,15,1
Stacey,R,83,6,1,1
Ronna,P,27,5,2,0
Melissa,P,48,7,3,0
Margaret,R,88,8,5,1
Diana,S,70,5,15,0
Carmen,M,58,6,10,0
Charles,C,91,7,0,1
Richard,H,62,7,10,0
Tim,O,41,3,5,0
Jeffrey,P,100,7,6,1
Carolyn,H,35,7,5,0
Andrew,C,100,6,2,1
Roy,G,4,3,11,0
Hubert,B,95,6,6,1
Jarred,J,53,6,0,0
Michael,N,15,7,1,0
David,K,92,5,7,1
George,V,82,6,15,1
Fern,B,97,4,4,1
Clarence,Q,80,8,14,1
Michelle,N,44,8,1,0
Shirley,Y,5,7,6,0
Steven,G,26,6,12,0
Marilyn,A,53,7,12,0
Thomas,Y,35,6,5,0
Melissa,P,81,7,3,1
Abigail,K,22,7,10,0
William,X,15,7,1,0
Kaylene,X,26,7,13,0
Michael,Q,60,7,4,0
Elizabeth,H,13,9,3,0
Ted,F,44,3,14,0
Jerry,D,2,5,6,0
Henry,G,65,5,1,0
Cherish,J,49,7,7,0
Kevin,K,58,5,0,0
Tammy,V,3,5,2,0
Martha,W,8,6,10,0
Anna,K,56,4,10,0
Jeane,V,0,5,12,0
Keith,Q,3,5,6,0
David,Q,98,5,13,1
William,R,26,7,5,0
Krystin,G,41,7,4,0
Rhonda,U,80,6,3,1
David,A,27,5,3,0
Kimberly,O,65,8,4,0
Mary,F,64,4,7,0
John,O,100,4,5,1
Kathryn,S,8,7,8,0
Joe,S,37,3,9,0
Clarence,R,85,8,15,1
Mary,W,86,4,10,1
Gustavo,P,80,7,9,1
Louise,R,56,6,6,0
Jose,Q,84,4,7,1
Shaun,Z,94,5,7,1
June,X,9,4,14,0
Ira,S,51,3,10,0
Darlene,N,49,7,10,0
Patricia,W,34,8,7,0
Cindy,Y,19,5,22,0
Heather,B,73,7,6,0
Susan,C,66,5,16,0
Adam,O,26,4,14,0
Kenneth,G,87,7,4,1
Michael,L,61,7,1,0
Dora,N,90,4,10,1
Davis,T,33,5,16,0
Willard,R,45,7,5,0
Denise,G,50,6,3,0
Shirley,H,99,7,11,1
Kathleen,P,81,8,5,1
Margaret,J,43,8,3,0
Juan,G,91,4,3,1
Stacy,A,18,5,18,0
Kyle,T,4,4,9,0
James,Y,77,5,15,1
Janice,D,78,6,6,1
Bobby,V,10,5,20,0
Dolly,S,60,5,15,0
Andrew,A,54,6,0,0
Benjamin,Y,49,8,23,0
April,O,41,5,14,0
Linda,R,70,5,6,0
Jeanette,R,58,8,8,0
Micheal,O,16,7,2,0
Diana,C,93,5,1,1
James,K,37,5,1,0
Charisse,M,18,8,10,0
Kimberly,K,10,8,0,0
Brian,J,67,5,8,0
Gary,A,16,4,6,0
Jonathan,Z,0,8,16,0
Brenda,O,3,6,13,0
Michael,K,56,7,2,0
Christine,M,36,9,10,0
Elena,B,34,5,3,0
Dante,M,17,5,9,0
Margaret,W,20,8,10,0
Raymond,Z,68,7,8,0
Douglas,P,12,7,12,0
Mary,V,98,4,9,1
Penelope,G,0,8,9,0
Mary,L,78,4,1,1
John,U,9,4,11,0
Lloyd,G,56,5,5,0
Christopher,M,25,11,10,0
Mildred,K,82,7,2,1
Cynthia,X,58,7,21,0
Edna,W,18,4,18,0
Eddie,B,50,5,3,0
Francisco,B,46,9,4,0
Tamika,R,33,6,2,0
Rosemary,K,37,8,7,0
John,N,17,4,4,0
John,Z,36,4,16,0
Jennifer,U,65,8,11,0
Bonnie,X,38,6,22,0
Stephanie,R,97,9,1,1
Mary,O,4,4,2,0
Nellie,C,23,6,11,0
Naomi,B,30,5,12,0
Michael,B,35,7,11,0
Tracey,M,100,6,7,1
Nichole,Q,7,7,3,0
Carmen,S,7,6,16,0
Avery,N,20,5,13,0
Lauren,D,50,6,8,0
Leona,R,95,5,6,1
Everett,F,4,7,1,0
Tim,M,30,3,7,0
Corliss,V,35,7,19,0
Linda,K,11,5,1,0
Georgia,U,49,7,14,0
Jim,Y,83,3,15,1
Eileen,K,100,6,6,1
Valerie,L,8,7,10,0
Joe,V,60,3,12,0
Jeri,R,80,4,8,1
Daniel,O,51,6,11,0
Kermit,G,32,6,4,0
George,M,30,6,6,0
Steven,O,68,6,4,0
Karen,W,49,5,12,0
Manuel,M,87,6,0,1
Brian,Y,97,5,23,1
Kristen,A,30,7,10,0
Tom,R,33,3,2,0
Wayne,C,6,5,20,0
Rachael,S,71,7,1,0
Mark,H,71,4,5,0
Grace,P,78,5,9,1
Donna,R,16,5,14,0
Jill,O,71,4,5,0
Perry,P,45,5,0,0
Aida,H,56,4,7,0
Richard,G,27,7,11,0
Florence,L,6,8,6,0
Jacklyn,J,37,7,0,0
Kurtis,A,15,6,10,0
Rodney,C,100,6,15,1
Gary,R,83,4,11,1
Shelley,Q,3,7,2,0
Gregory,C,91,7,4,1
Trudy,U,25,5,1,0
Nicolas,C,18,7,11,0
Nancy,D,9,5,10,0
Tony,W,29,4,3,0
James,B,79,5,8,1
Andrew,B,20,6,1,0
Jessica,U,44,7,11,0
Lewis,M,95,5,1,1
Brigitte,G,32,8,5,0
Jimmy,J,49,5,0,0
Earnest,S,5,7,14,0
Molly,L,28,5,1,0
Peter,U,40,5,5,0
Charles,M,27,7,10,0
Christina,C,16,9,0,0
Paul,A,21,4,15,0
Christine,M,13,9,10,0
Mildred,V,0,7,9,0
Christine,Q,30,9,14,0
Lucy,J,23,4,2,0
Brandy,Q,95,6,15,1
Hector,E,97,6,3,1
William,H,7,7,15,0
Rochelle,I,6,8,9,0
David,S,58,5,15,0
John,S,31,4,9,0
David,O,83,5,11,1
Katherine,Y,93,9,14,1
Dorothy,Y,99,7,21,1
Daniel,P,9,6,12,0
Erma,Y,2,4,20,0
Stella,V,99,6,3,1
Dorian,Q,12,6,13,0
Phillip,U,93,7,5,1
Marilyn,D,5,7,9,0
Janie,S,9,5,9,0
Blanche,I,3,7,7,0
Andrea,F,84,6,5,1
Lonnie,G,1,6,5,0
Lory,N,15,4,2,0
Bobby,M,37,5,11,0
Willow,W,89,6,0,1
Susan,T,7,5,1,0
Elizabeth,C,32,9,2,0
Randy,N,7,5,4,0
Raven,Z,51,5,8,0
Linda,I,39,5,3,0
Roberta,T,90,7,2,1
Jennifer,L,8,8,2,0
Joe,L,56,3,2,0
Patricia,R,17,8,2,0
Robert,N,57,6,4,0
Ann,P,47,3,15,0
Glenn,E,73,5,2,0
Debra,F,90,5,2,1
Keith,O,79,5,4,1
Scott,E,48,5,14,0
Kristen,O,49,7,4,0
Johnathan,N,86,9,4,1
Mi,V,35,2,9,0
Theodore,J,88,8,10,1
Charles,D,72,7,1,0
Sonia,I,96,5,10,1
Raymond,O,94,7,3,1
Christopher,L,26,11,9,0
Caroline,P,3,8,13,0
Donald,C,21,6,1,0
Gretchen,O,34,8,8,0
Martha,I,11,6,4,0
Mirna,M,21,5,0,0
Marcia,N,56,6,1,0
Steven,B,72,6,17,0
Julie,N,26,5,4,0
Emma,B,50,4,3,0
Robert,Q,34,6,1,0
Guadalupe,C,18,9,4,0
Ursula,H,48,6,13,0
Walter,D,67,6,19,0
Steve,P,12,5,3,0
Daniel,K,72,6,7,0
Joan,G,37,4,3,0
Cathy,B,82,5,1,1
Richard,T,40,7,2,0
Scot,G,20,4,12,0
Jon,K,3,3,1,0
Lloyd,O,2,5,3,0
Irvin,J,27,5,1,0
Felix,Y,11,5,19,0
Melva,K,44,5,2,0
Clifford,B,5,8,1,0
Miguel,I,43,6,4,0
Alyson,N,23,6,13,0
Kareem,O,63,6,4,0
Sarah,A,10,5,18,0
Robert,N,62,6,4,0
Ronald,F,27,6,12,0
Michael,J,93,7,3,1
Whitney,Y,41,7,2,0
Marie,Y,49,5,12,0
Michael,A,84,7,12,1
Robert,H,26,6,10,0
Steven,X,62,6,5,0
Classie,F,57,7,3,0
Christine,K,31,9,8,0
Patricia,U,0,8,5,0
Estella,E,46,7,0,0
George,K,38,6,4,0
Audrey,A,79,6,0,1
Mary,W,54,4,10,0
Richard,B,5,7,16,0
Brooke,P,73,6,14,0
Richard,L,51,7,6,0
Allen,I,59,5,8,0
Kelly,N,47,5,3,0
Katherine,D,51,9,7,0
Vernon,E,78,6,17,1
Patrick,B,46,7,14,0
Charles,H,50,7,5,0
Margaret,O,59,8,2,0
Eric,Z,53,4,21,0
Han,N,57,3,6,0
Jayne,Z,45,5,16,0
Oscar,H,12,5,7,0
Tara,V,94,4,2,1
Nancy,M,32,5,1,0
Lee,C,92,3,9,1
Harold,B,19,6,6,0
Elizabeth,D,51,9,1,0
Shannon,O,92,7,4,1
Elizabeth,B,83,9,3,1
Traci,V,72,5,2,0
Jean,D,10,4,6,0
Helen,D,77,5,4,1
Robert,T,68,6,2,0
Angela,H,11,6,7,0
Mildred,E,37,7,8,0
Jason,N,73,5,4,0
Fay,O,85,3,9,1
Kevin,E,72,5,6,0
Ward,E,89,4,18,1
Jordan,J,49,6,0,0
Jessie,M,25,6,3,0
Derek,T,53,5,16,0
Chris,N,42,5,11,0
Ian,S,38,3,10,0
Jean,W,64,4,13,0
Lisa,Q,10,4,5,0
Sallie,Z,63,6,7,0
Rebecca,I,73,7,9,0
Andrew,S,4,6,18,0
Pete,A,36,4,15,0
Brandon,B,1,7,0,0
Fernando,E,40,8,1,0
Dionne,D,4,6,0,0
Brad,C,14,4,1,0
Michael,E,34,7,8,0
Jeffrey,C,13,7,7,0
Helen,A,97,5,7,1
Fredrick,A,95,8,5,1
Gertrude,D,13,8,3,0
James,E,66,5,5,0
Daisy,A,87,5,3,1
Lottie,H,68,6,4,0
Rachel,P,44,6,2,0
Carol,B,23,5,1,0
Nancy,P,60,5,2,0
Laura,R,2,5,6,0
Justin,W,55,6,13,0
Kathy,D,79,5,7,1
Mary,D,74,4,9,0
Leonard,X,57,7,12,0
Wayne,G,55,5,16,0
Monica,V,77,6,9,1
Louise,W,16,6,11,0
James,C,68,5,7,0
Emily,O,86,5,10,1
Salina,B,63,6,17,0
Francisco,A,18,9,5,0
Bridget,O,100,7,13,1
Preston,C,88,7,13,1
Tasha,N,51,5,6,0
David,I,18,5,5,0
Tracy,I,64,5,11,0
Arlene,E,90,6,4,1
Richard,L,8,7,6,0
Sandra,Q,29,6,2,0
Terrence,O,60,8,5,0
Edward,M,39,6,8,0
Matthew,O,4,7,2,0
Richard,X,5,7,6,0
Larry,E,18,5,7,0
Paula,K,70,5,5,0
David,F,64,5,2,0
Renee,G,19,5,11,0
Gregory,K,56,7,4,0
David,E,92,5,1,1
Stephen,Q,73,7,2,0
Mark,Y,17,4,12,0
Donald,B,46,6,2,0
Kelsey,V,70,6,11,0
Malcolm,B,16,7,11,0
John,B,85,4,8,1
Richard,Y,47,7,7,0
Andrew,I,8,6,8,0
Sharron,Z,88,7,7,1
Tawana,S,38,6,1,0
Kendra,W,8,6,12,0
Donna,B,39,5,2,0
Lloyd,B,50,5,10,0
Krista,C,46,6,8,0
Jose,M,56,4,3,0
Susie,W,4,5,4,0
Stacy,A,78,5,18,1
Candy,I,59,5,6,0
Darin,C,59,5,1,0
Kevin,B,15,5,9,0
Anita,D,90,5,3,1
Debbie,E,72,6,1,0
June,J,10,4,0,0
Issac,H,60,5,1,0
Antonia,Y,60,7,24,0
Bertie,V,11,6,20,0
Debra,X,37,5,20,0
Deborah,R,67,7,14,0
Mackenzie,S,77,9,6,1
Wanda,B,96,5,21,1
Herman,D,85,6,4,1
Joseph,Q,14,6,7,0
Shirley,Z,28,7,7,0
Ralph,I,36,5,9,0
Jennifer,J,63,8,0,0
Scott,L,96,5,7,1
Betty,L,10,5,10,0
Gregory,L,71,7,5,0
Robert,K,8,6,7,0
Pansy,H,31,5,8,0
Verna,G,57,5,15,0
Mary,D,6,4,9,0
Mary,O,84,4,2,1
Nancy,M,93,5,1,1
Mildred,M,93,7,0,1
Amy,A,57,3,0,0
Robert,E,42,6,13,0
Katherine,P,49,9,5,0
Mary,L,58,4,1,0
Madeline,Q,60,8,4,0
Deborah,F,27,7,2,0
Mildred,F,15,7,7,0
Christina,B,63,9,1,0
Catherine,A,13,9,2,0
Andrew,T,3,6,19,0
Felipe,R,30,6,12,0
Beatriz,W,67,7,21,0
Patrick,E,76,7,11,1
Mark,T,66,4,7,0
Richard,F,57,7,12,0
Robert,X,99,6,6,1
Antonio,I,26,7,8,0
Hector,Y,44,6,17,0
Timothy,O,69,7,5,0
Marc,J,98,4,3,1
Yvonne,O,20,6,10,0
Richard,Q,82,7,1,1
Hugo,U,60,4,13,0
Tracy,I,10,5,11,0
Adam,T,39,4,19,0
Billy,O,12,5,13,0
David,J,32,5,6,0
Stephanie,J,36,9,9,0
Harold,F,58,6,2,0
Daniel,C,5,6,1,0
Louis,B,98,5,10,1
Patricia,E,17,8,11,0
Kelly,A,72,5,10,0
Jennifer,C,26,8,7,0
Jerry,A,100,5,9,1
Londa,T,83,5,8,1
Rodolfo,M,66,7,5,0
Sharon,P,42,6,3,0
Robert,G,85,6,11,1
Donald,C,30,6,1,0
Allen,V,29,5,21,0
Jackie,I,58,6,1,0
Bruce,E,19,5,3,0
Jose,A,30,4,9,0
Kelly,Q,34,5,6,0
Phyllis,G,44,7,9,0
Barbara,Y,34,7,23,0
Pamela,H,70,6,8,0
Robert,W,42,6,5,0
Tony,X,24,4,4,0
Elba,O,84,4,10,1
Frances,S,97,7,13,1
Corinne,F,75,7,3,0
Myrtle,Q,1,6,4,0
Kimberly,V,33,8,11,0
Peter,D,35,5,12,0
Mary,I,46,4,4,0
Rosa,U,26,4,3,0
Carolyn,W,9,7,20,0
Betty,Q,5,5,15,0
Jamie,M,35,5,3,0
Deborah,R,8,7,14,0
Stuart,T,64,6,1,0
Shirley,F,60,7,13,0
Adrienne,L,79,8,11,1
Lois,M,81,4,1,1
Betty,C,14,5,1,0
Kathryn,U,3,7,10,0
George,Q,85,6,10,1
Barbara,N,37,7,12,0
Christopher,X,88,11,21,1
Cleora,A,28,6,2,0
Catherine,Q,93,9,14,1
Deborah,S,5,7,15,0
Jessica,S,92,7,9,1
Alfred,H,41,6,7,0
John,U,54,4,11,0
Jewell,X,37,6,14,0
Nancy,Z,0,5,12,0
Derek,M,19,5,9,0
Bambi,N,4,5,12,0
Thomas,M,4,6,7,0
Elizabeth,C,65,9,2,0
Virginia,W,17,8,1,0
Rebecca,O,18,7,3,0
Robert,A,89,6,17,1
Iva,G,30,3,2,0
Maryellen,E,96,9,8,1
Sara,M,52,4,6,0
Viola,X,68,5,2,0
Warren,V,63,6,1,0
Rick,Y,42,4,7,0
Raymond,G,75,7,11,0
Elizabeth,M,83,9,8,1
Cynthia,Q,56,7,14,0
Rene,L,48,4,6,0
Mary,H,91,4,5,1
Joel,J,39,4,0,0
Robert,V,58,6,4,0
James,G,88,5,3,1
Connie,J,86,6,7,1
Benjamin,O,4,8,13,0
Sara,N,16,4,5,0
Allen,Q,94,5,16,1
Gerard,C,67,6,4,0
Rose,F,76,4,12,1
Deana,W,35,5,19,0
Kazuko,J,43,6,1,0
Camilla,J,30,7,7,0
Gary,O,88,4,8,1
Janelle,J,35,7,0,0
Sylvia,Q,70,6,2,0
William,J,99,7,13,1
Christine,Z,31,9,23,0
Deborah,J,2,7,6,0
Gertrude,C,71,8,4,0
Charlotte,V,63,9,19,0
Reba,G,94,4,11,1
Virginia,Y,31,8,3,0
Cynthia,T,31,7,17,0
Meghan,E,69,6,8,0
Charlotte,M,42,9,10,0
Lisette,Q,97,7,5,1
James,X,84,5,14,1
James,J,52,5,0,0
Patricia,H,40,8,8,0
Emil,K,21,4,6,0
Carrie,Y,72,6,22,0
Arthur,V,60,6,21,0
Nicole,T,35,6,6,0
Lillian,Q,8,7,5,0
Kristina,L,24,8,1,0
Linda,C,100,5,9,1
James,R,44,5,8,0
Paul,B,74,4,14,0
Jean,F,68,4,4,0
Scott,W,53,5,4,0
James,U,64,5,11,0
Helen,Q,100,5,9,1
Margaret,R,71,8,5,0
Gladys,Y,77,6,18,1
Blanche,D,21,7,2,0
Tracey,W,62,6,3,0
Pedro,H,60,5,8,0
Carmen,Z,37,6,23,0
Christopher,M,39,11,10,0
Carl,W,26,4,20,0
Alice,Y,79,5,24,1
Jeffrey,Z,46,7,16,0
Heather,A,77,7,7,1
Sara,L,74,4,7,0
Carla,J,68,5,7,0
Cherry,S,16,6,16,0
David,S,94,5,15,1
Jane,B,37,4,8,0
Patricia,J,65,8,6,0
Amanda,Y,68,6,24,0
Edward,B,3,6,3,0
Irene,W,72,5,14,0
Randy,Z,34,5,8,0
Henrietta,K,78,9,3,1
Spencer,U,56,7,2,0
Madonna,W,15,7,10,0
Karen,F,1,5,5,0
Robert,W,90,6,5,1
David,B,24,5,2,0
Clarence,N,4,8,11,0
Susan,P,41,5,3,0
Veronica,E,60,8,17,0
Racquel,E,52,7,13,0
Jack,X,82,4,14,1
Clarence,R,77,8,15,1
Stephanie,L,80,9,7,1
Cindy,J,34,5,7,0
Dorothy,C,16,7,1,0
Margaret,Z,55,8,13,0
Lois,L,4,4,0,0
Emily,A,41,5,4,0
Matthew,A,24,7,12,0
Ron,L,11,3,6,0
Fred,Q,94,4,11,1
Danielle,T,5,8,16,0
Diane,R,51,5,14,0
Scotty,Z,37,6,7,0
David,Z,40,5,22,0
Cathy,L,16,5,9,0
Violet,J,39,6,12,0
Ladonna,U,85,7,9,1
Eva,L,7,3,7,0
Guy,F,88,3,1,1
Marie,B,86,5,11,1
Kristen,L,48,7,1,0
Eula,Q,89,4,12,1
Branden,A,19,7,1,0
Michael,U,97,7,8,1
Trisha,D,13,6,16,0
Charles,Q,13,7,14,0
Mark,L,51,4,1,0
Kimberly,N,98,8,3,1
James,C,86,5,7,1
Angie,R,93,5,17,1
Gary,V,100,4,15,1
Loretta,J,13,7,2,0
Helen,B,48,5,6,0
Delores,E,76,7,1,1
Angela,O,79,6,14,1
Henry,Y,98,5,17,1
Rebecca,F,26,7,12,0
Billy,I,86,5,7,1
Cedric,M,22,6,10,0
Candie,F,22,6,3,0
Gregory,C,31,7,4,0
Tonya,S,95,5,1,1
Eloisa,K,97,6,6,1
Mariah,C,99,6,10,1
Minerva,G,71,7,6,0
James,T,53,5,10,0
Lee,L,34,3,0,0
Kathy,U,60,5,10,0
Linette,U,82,7,9,1
Maynard,A,18,7,12,0
Marla,J,69,5,3,0
Margaret,K,9,8,2,0
John,E,99,4,5,1
Chris,K,47,5,8,0
Jack,P,8,4,6,0
Pearl,B,31,5,14,0
Sara,Y,57,4,6,0
Thomas,X,53,6,4,0
Amy,V,76,3,21,1
Joann,L,31,5,2,0
Haywood,I,11,7,1,0
Olive,J,48,5,5,0
Jessica,A,96,7,9,1
Timothy,G,93,7,13,1
Leah,R,83,4,6,1
Rebecca,I,1,7,9,0
Elizabeth,O,56,9,10,0
Donna,F,60,5,2,0
Jonathan,O,39,8,5,0
Dianne,S,78,6,15,1
Katheryn,Z,35,8,15,0
Martin,B,29,6,11,0
Anthony,D,24,7,3,0
Mary,T,32,4,7,0
Michael,O,35,7,2,0
Connie,E,3,6,2,0
Joseph,P,72,6,6,0
Audrey,F,36,6,5,0
Rebecca,M,74,7,5,0
Anna,V,74,4,21,0
Heather,U,78,7,13,1
Michael,P,87,7,3,1
Larry,Q,64,5,5,0
Norma,X,3,5,10,0
Harold,B,40,6,6,0
John,Q,56,4,7,0
Latonya,R,67,7,6,0
Ruth,F,17,4,12,0
Douglas,N,39,7,10,0
Joshua,S,32,6,9,0
Richard,T,22,7,2,0
Don,F,50,3,2,0
Victoria,L,28,8,10,0
Shannon,J,90,7,9,1
Anna,G,100,4,6,1
Raymond,Q,65,7,1,0
Larry,T,66,5,8,0
Jamie,B,29,5,8,0
Gladys,N,4,6,7,0
Shirley,F,40,7,13,0
Samuel,V,9,6,3,0
Ronald,I,81,6,9,1
Donna,W,11,5,19,0
James,S,39,5,9,0
Shelia,M,25,6,6,0
Reggie,U,100,6,3,1
Lola,R,97,4,6,1
Richard,E,20,7,13,0
Elisa,G,49,5,2,0
Steve,X,90,5,5,1
Christine,R,19,9,15,0
Richard,O,25,7,3,0
Leola,E,50,5,7,0
Dustin,Z,30,6,22,0
Mary,U,65,4,8,0
Kenneth,J,22,7,1,0
Tracey,M,9,6,7,0
Thomas,R,35,6,2,0
Mariela,C,73,7,10,0
Evan,W,80,4,18,1
Paul,C,35,4,13,0
Dolores,I,48,7,5,0
Mary,Z,3,4,13,0
Corinne,W,5,7,20,0
Edgar,Z,16,5,21,0
Nellie,K,47,6,3,0
Adam,P,48,4,15,0
Jason,X,60,5,14,0
Karina,I,61,6,2,0
Victor,Y,34,6,3,0
Francisca,S,50,9,13,0
Daniel,S,52,6,15,0
George,H,35,6,1,0
Raphael,P,100,7,2,1
Annie,E,35,5,4,0
Faye,C,99,4,3,1
Phyllis,F,99,7,10,1
Patsy,J,8,5,6,0
Christina,U,40,9,18,0
John,W,6,4,13,0
Evan,W,9,4,18,0
Florence,P,16,8,10,0
Brian,K,97,5,9,1
Cora,K,0,4,8,0
Tiffany,J,45,7,10,0
Florence,U,48,8,15,0
Doris,U,29,5,17,0
Roman,D,77,5,14,1
Randy,Q,44,5,1,0
Juana,O,46,5,5,0
Sherri,A,7,6,18,0
Robert,R,50,6,0,0
Mary,K,9,4,2,0
Delores,B,98,7,2,1
Jocelyn,J,1,7,0,0
Joe,B,69,3,8,0
Victor,E,38,6,17,0
Josephine,K,22,9,1,0
Angela,F,3,6,5,0
Christopher,L,88,11,9,1
Linda,P,8,5,4,0
Patty,H,40,5,8,0
Maria,B,66,5,11,0
Edward,K,68,6,6,0
Corey,K,47,5,8,0
Margie,M,49,6,0,0
Dannie,X,44,6,20,0
Rachel,X,93,6,6,1
Magdalene,N,71,9,1,0
Stephanie,Y,23,9,6,0
Ronald,O,5,6,3,0
Robert,T,8,6,2,0
Karen,V,1,5,11,0
